studyYear,programDbId,programName,programDescription,studyDbId,studyName,studyDescription,studyDesign,plotWidth,plotLength,fieldSize,fieldTrialIsPlannedToBeGenotyped,fieldTrialIsPlannedToCross,plantingDate,harvestDate,locationDbId,locationName,germplasmDbId,germplasmName,germplasmSynonyms,observationLevel,observationUnitDbId,observationUnitName,replicate,blockNumber,plotNumber,rowNumber,colNumber,entryType,plantNumber,Grain protein content -  %|CO_321:0001205,Grain test weight - g/l|CO_321:0001210,Grain yield - kg/ha|CO_321:0001218,notes
2022,351,South Dakota State University- Winter Wheat,Sunish Sehgal,9424,2022_AYT_Aurora,2022 AYT Yield Trial @ Aurora,RCBD,,,,,,2021-September-21,2022-July-21,280,"Aurora, SD",1382842,SD19C0114-3,,plot,1383911,2022_AYT_Aurora-PLOT1013,1,1,1013,1,13,test,,13.7,719.5,4660.5," (Operator: dwaring87, Time: )"
2022,351,South Dakota State University- Winter Wheat,Sunish Sehgal,9424,2022_AYT_Aurora,2022 AYT Yield Trial @ Aurora,RCBD,,,,,,2021-September-21,2022-July-21,280,"Aurora, SD",1382842,SD19C0114-3,,plot,1383806,2022_AYT_Aurora-PLOT2060,2,2,2060,14,11,test,,12.1,750.4,4674," (Operator: dwaring87, Time: )"
2022,351,South Dakota State University- Winter Wheat,Sunish Sehgal,9424,2022_AYT_Aurora,2022 AYT Yield Trial @ Aurora,RCBD,,,,,,2021-September-21,2022-July-21,280,"Aurora, SD",1382720,SD19D086-4,,plot,1383886,2022_AYT_Aurora-PLOT1012,1,1,1012,1,12,test,,14.6,760.7,4552.9," (Operator: dwaring87, Time: )"
2022,351,South Dakota State University- Winter Wheat,Sunish Sehgal,9424,2022_AYT_Aurora,2022 AYT Yield Trial @ Aurora,RCBD,,,,,,2021-September-21,2022-July-21,280,"Aurora, SD",1382720,SD19D086-4,,plot,1383917,2022_AYT_Aurora-PLOT2111,2,2,2111,17,13,test,,11.8,741.4,5010.2," (Operator: dwaring87, Time: )"
2022,351,South Dakota State University- Winter Wheat,Sunish Sehgal,9424,2022_AYT_Aurora,2022 AYT Yield Trial @ Aurora,RCBD,,,,,,2021-September-21,2022-July-21,280,"Aurora, SD",1382771,SD19D154-2,,plot,1383703,2022_AYT_Aurora-PLOT1010,1,1,1010,1,10,test,,14.8,724.7,4579.8," (Operator: dwaring87, Time: )"
2022,351,South Dakota State University- Winter Wheat,Sunish Sehgal,9424,2022_AYT_Aurora,2022 AYT Yield Trial @ Aurora,RCBD,,,,,,2021-September-21,2022-July-21,280,"Aurora, SD",1382771,SD19D154-2,,plot,1383700,2022_AYT_Aurora-PLOT2100,2,2,2100,17,2,test,,12.1,740.1,4526," (Operator: dwaring87, Time: )"
2022,351,South Dakota State University- Winter Wheat,Sunish Sehgal,9424,2022_AYT_Aurora,2022 AYT Yield Trial @ Aurora,RCBD,,,,,,2021-September-21,2022-July-21,280,"Aurora, SD",1382772,SD19D173-5,,plot,1383831,2022_AYT_Aurora-PLOT1011,1,1,1011,1,11,test,,14.9,723.4,3853.5," (Operator: dwaring87, Time: )"
2022,351,South Dakota State University- Winter Wheat,Sunish Sehgal,9424,2022_AYT_Aurora,2022 AYT Yield Trial @ Aurora,RCBD,,,,,,2021-September-21,2022-July-21,280,"Aurora, SD",1382772,SD19D173-5,,plot,1383729,2022_AYT_Aurora-PLOT2023,2,2,2023,11,9,test,,11.7,732.4,4714.3," (Operator: dwaring87, Time: )"
2022,351,South Dakota State University- Winter Wheat,Sunish Sehgal,9424,2022_AYT_Aurora,2022 AYT Yield Trial @ Aurora,RCBD,,,,,,2021-September-21,2022-July-21,280,"Aurora, SD",1382796,SD20B004-5,,plot,1383688,2022_AYT_Aurora-PLOT1014,1,1,1014,1,14,test,,15.2,774.9,3436.5," (Operator: dwaring87, Time: )"
2022,351,South Dakota State University- Winter Wheat,Sunish Sehgal,9424,2022_AYT_Aurora,2022 AYT Yield Trial @ Aurora,RCBD,,,,,,2021-September-21,2022-July-21,280,"Aurora, SD",1382796,SD20B004-5,,plot,1383778,2022_AYT_Aurora-PLOT2090,2,2,2090,16,9,test,,12.3,790.3,5151.4," (Operator: dwaring87, Time: )"
2022,351,South Dakota State University- Winter Wheat,Sunish Sehgal,9424,2022_AYT_Aurora,2022 AYT Yield Trial @ Aurora,RCBD,,,,,,2021-September-21,2022-July-21,280,"Aurora, SD",1382773,SD20B006-2,,plot,1383837,2022_AYT_Aurora-PLOT1015,1,1,1015,2,14,test,,14,754.3,4929.5," (Operator: dwaring87, Time: )"
2022,351,South Dakota State University- Winter Wheat,Sunish Sehgal,9424,2022_AYT_Aurora,2022 AYT Yield Trial @ Aurora,RCBD,,,,,,2021-September-21,2022-July-21,280,"Aurora, SD",1382773,SD20B006-2,,plot,1383880,2022_AYT_Aurora-PLOT2117,2,2,2117,18,10,test,,12.8,764.6,5285.9," (Operator: dwaring87, Time: )"
2022,351,South Dakota State University- Winter Wheat,Sunish Sehgal,9424,2022_AYT_Aurora,2022 AYT Yield Trial @ Aurora,RCBD,,,,,,2021-September-21,2022-July-21,280,"Aurora, SD",1382795,SD20B007-2,,plot,1383833,2022_AYT_Aurora-PLOT1016,1,1,1016,2,13,test,,13.5,709.2,3887.1," (Operator: dwaring87, Time: )"
2022,351,South Dakota State University- Winter Wheat,Sunish Sehgal,9424,2022_AYT_Aurora,2022 AYT Yield Trial @ Aurora,RCBD,,,,,,2021-September-21,2022-July-21,280,"Aurora, SD",1382795,SD20B007-2,,plot,1383748,2022_AYT_Aurora-PLOT2002,2,2,2002,10,13,test,,11.6,747.9,5366.6," (Operator: dwaring87, Time: )"
2022,351,South Dakota State University- Winter Wheat,Sunish Sehgal,9424,2022_AYT_Aurora,2022 AYT Yield Trial @ Aurora,RCBD,,,,,,2021-September-21,2022-July-21,280,"Aurora, SD",1382703,SD20B007-8,,plot,1383855,2022_AYT_Aurora-PLOT1017,1,1,1017,2,12,test,,13.5,742.7,4956.4," (Operator: dwaring87, Time: )"
2022,351,South Dakota State University- Winter Wheat,Sunish Sehgal,9424,2022_AYT_Aurora,2022 AYT Yield Trial @ Aurora,RCBD,,,,,,2021-September-21,2022-July-21,280,"Aurora, SD",1382703,SD20B007-8,,plot,1383826,2022_AYT_Aurora-PLOT2082,2,2,2082,15,12,test,,10.7,764.6,5642.4," (Operator: dwaring87, Time: )"
2022,351,South Dakota State University- Winter Wheat,Sunish Sehgal,9424,2022_AYT_Aurora,2022 AYT Yield Trial @ Aurora,RCBD,,,,,,2021-September-21,2022-July-21,280,"Aurora, SD",1382764,SD20B008-6,,plot,1383773,2022_AYT_Aurora-PLOT1018,1,1,1018,2,11,test,,14.8,751.7,4848.8," (Operator: dwaring87, Time: )"
2022,351,South Dakota State University- Winter Wheat,Sunish Sehgal,9424,2022_AYT_Aurora,2022 AYT Yield Trial @ Aurora,RCBD,,,,,,2021-September-21,2022-July-21,280,"Aurora, SD",1382764,SD20B008-6,,plot,1383734,2022_AYT_Aurora-PLOT2014,2,2,2014,10,1,test,,12.9,762,4754.7," (Operator: dwaring87, Time: )"
2022,351,South Dakota State University- Winter Wheat,Sunish Sehgal,9424,2022_AYT_Aurora,2022 AYT Yield Trial @ Aurora,RCBD,,,,,,2021-September-21,2022-July-21,280,"Aurora, SD",1382803,SD20B008-7,,plot,1383791,2022_AYT_Aurora-PLOT1019,1,1,1019,2,10,test,,14.7,710.5,4344.4," (Operator: dwaring87, Time: )"
2022,351,South Dakota State University- Winter Wheat,Sunish Sehgal,9424,2022_AYT_Aurora,2022 AYT Yield Trial @ Aurora,RCBD,,,,,,2021-September-21,2022-July-21,280,"Aurora, SD",1382803,SD20B008-7,,plot,1383894,2022_AYT_Aurora-PLOT2026,2,2,2026,11,12,test,,12.2,737.6,5158.2," (Operator: dwaring87, Time: )"
2022,351,South Dakota State University- Winter Wheat,Sunish Sehgal,9424,2022_AYT_Aurora,2022 AYT Yield Trial @ Aurora,RCBD,,,,,,2021-September-21,2022-July-21,280,"Aurora, SD",1382710,SD20B009-2,,plot,1383687,2022_AYT_Aurora-PLOT1020,1,1,1020,2,9,test,,13.6,731.1,4788.3," (Operator: dwaring87, Time: )"
2022,351,South Dakota State University- Winter Wheat,Sunish Sehgal,9424,2022_AYT_Aurora,2022 AYT Yield Trial @ Aurora,RCBD,,,,,,2021-September-21,2022-July-21,280,"Aurora, SD",1382710,SD20B009-2,,plot,1383697,2022_AYT_Aurora-PLOT2010,2,2,2010,10,5,test,,12.2,738.8,4990," (Operator: dwaring87, Time: )"
2022,351,South Dakota State University- Winter Wheat,Sunish Sehgal,9424,2022_AYT_Aurora,2022 AYT Yield Trial @ Aurora,RCBD,,,,,,2021-September-21,2022-July-21,280,"Aurora, SD",1382745,SD20B009-3,,plot,1383805,2022_AYT_Aurora-PLOT1021,1,1,1021,2,8,test,,13.5,698.9,4236.8," (Operator: dwaring87, Time: )"
2022,351,South Dakota State University- Winter Wheat,Sunish Sehgal,9424,2022_AYT_Aurora,2022 AYT Yield Trial @ Aurora,RCBD,,,,,,2021-September-21,2022-July-21,280,"Aurora, SD",1382745,SD20B009-3,,plot,1383679,2022_AYT_Aurora-PLOT2097,2,2,2097,16,2,test,,10.5,722.1,4774.8," (Operator: dwaring87, Time: )"
2022,351,South Dakota State University- Winter Wheat,Sunish Sehgal,9424,2022_AYT_Aurora,2022 AYT Yield Trial @ Aurora,RCBD,,,,,,2021-September-21,2022-July-21,280,"Aurora, SD",1382826,SD20B010-4,,plot,1383914,2022_AYT_Aurora-PLOT1022,1,1,1022,2,7,test,,14.4,763.3,4364.6," (Operator: dwaring87, Time: )"
2022,351,South Dakota State University- Winter Wheat,Sunish Sehgal,9424,2022_AYT_Aurora,2022 AYT Yield Trial @ Aurora,RCBD,,,,,,2021-September-21,2022-July-21,280,"Aurora, SD",1382826,SD20B010-4,,plot,1383723,2022_AYT_Aurora-PLOT2066,2,2,2066,14,5,test,,12.1,768.5,5124.5," (Operator: dwaring87, Time: )"
2022,351,South Dakota State University- Winter Wheat,Sunish Sehgal,9424,2022_AYT_Aurora,2022 AYT Yield Trial @ Aurora,RCBD,,,,,,2021-September-21,2022-July-21,280,"Aurora, SD",1382705,SD20B011-4,,plot,1383889,2022_AYT_Aurora-PLOT1023,1,1,1023,2,6,test,,14.4,781.3,3349.1," (Operator: dwaring87, Time: )"
2022,351,South Dakota State University- Winter Wheat,Sunish Sehgal,9424,2022_AYT_Aurora,2022 AYT Yield Trial @ Aurora,RCBD,,,,,,2021-September-21,2022-July-21,280,"Aurora, SD",1382705,SD20B011-4,,plot,1383851,2022_AYT_Aurora-PLOT2093,2,2,2093,16,6,test,,10.8,772.3,5447.3," (Operator: dwaring87, Time: )"
2022,351,South Dakota State University- Winter Wheat,Sunish Sehgal,9424,2022_AYT_Aurora,2022 AYT Yield Trial @ Aurora,RCBD,,,,,,2021-September-21,2022-July-21,280,"Aurora, SD",1382742,SD20B012-1,,plot,1383705,2022_AYT_Aurora-PLOT1024,1,1,1024,2,5,test,,14.5,740.1,3571," (Operator: dwaring87, Time: )"
2022,351,South Dakota State University- Winter Wheat,Sunish Sehgal,9424,2022_AYT_Aurora,2022 AYT Yield Trial @ Aurora,RCBD,,,,,,2021-September-21,2022-July-21,280,"Aurora, SD",1382742,SD20B012-1,,plot,1383741,2022_AYT_Aurora-PLOT2076,2,2,2076,15,6,test,,11.3,756.9,5797," (Operator: dwaring87, Time: )"
2022,351,South Dakota State University- Winter Wheat,Sunish Sehgal,9424,2022_AYT_Aurora,2022 AYT Yield Trial @ Aurora,RCBD,,,,,,2021-September-21,2022-July-21,280,"Aurora, SD",1382758,SD20B012-2,,plot,1383803,2022_AYT_Aurora-PLOT1025,1,1,1025,2,4,test,,14.8,735,3402.9," (Operator: dwaring87, Time: )"
2022,351,South Dakota State University- Winter Wheat,Sunish Sehgal,9424,2022_AYT_Aurora,2022 AYT Yield Trial @ Aurora,RCBD,,,,,,2021-September-21,2022-July-21,280,"Aurora, SD",1382758,SD20B012-2,,plot,1383860,2022_AYT_Aurora-PLOT2009,2,2,2009,10,6,test,,13.1,756.9,5386.8," (Operator: dwaring87, Time: )"
2022,351,South Dakota State University- Winter Wheat,Sunish Sehgal,9424,2022_AYT_Aurora,2022 AYT Yield Trial @ Aurora,RCBD,,,,,,2021-September-21,2022-July-21,280,"Aurora, SD",1382810,SD20B012-7,,plot,1383704,2022_AYT_Aurora-PLOT2056,2,2,2056,13,14,test,,12.7,756.9,5723.1," (Operator: dwaring87, Time: )"
2022,351,South Dakota State University- Winter Wheat,Sunish Sehgal,9424,2022_AYT_Aurora,2022 AYT Yield Trial @ Aurora,RCBD,,,,,,2021-September-21,2022-July-21,280,"Aurora, SD",1382828,SD20B021-7,,plot,1383808,2022_AYT_Aurora-PLOT2065,2,2,2065,14,6,test,,12.3,755.6,5010.2," (Operator: dwaring87, Time: )"
2022,351,South Dakota State University- Winter Wheat,Sunish Sehgal,9424,2022_AYT_Aurora,2022 AYT Yield Trial @ Aurora,RCBD,,,,,,2021-September-21,2022-July-21,280,"Aurora, SD",1382783,SD20B023-1,,plot,1383875,2022_AYT_Aurora-PLOT2126,2,2,2126,18,1,test,,13.6,755.6,3766.1," (Operator: dwaring87, Time: )"
2022,351,South Dakota State University- Winter Wheat,Sunish Sehgal,9424,2022_AYT_Aurora,2022 AYT Yield Trial @ Aurora,RCBD,,,,,,2021-September-21,2022-July-21,280,"Aurora, SD",1382734,SD20B024-7,,plot,1383761,2022_AYT_Aurora-PLOT1029,1,1,1029,3,1,test,,14.1,732.4,3093.6," (Operator: dwaring87, Time: )"
2022,351,South Dakota State University- Winter Wheat,Sunish Sehgal,9424,2022_AYT_Aurora,2022 AYT Yield Trial @ Aurora,RCBD,,,,,,2021-September-21,2022-July-21,280,"Aurora, SD",1382734,SD20B024-7,,plot,1383847,2022_AYT_Aurora-PLOT2096,2,2,2096,16,3,test,,11.2,754.3,4714.3," (Operator: dwaring87, Time: )"
2022,351,South Dakota State University- Winter Wheat,Sunish Sehgal,9424,2022_AYT_Aurora,2022 AYT Yield Trial @ Aurora,RCBD,,,,,,2021-September-21,2022-July-21,280,"Aurora, SD",1382712,SD20B025-2,,plot,1383902,2022_AYT_Aurora-PLOT1030,1,1,1030,3,2,test,,13.4,765.9,3988," (Operator: dwaring87, Time: )"
2022,351,South Dakota State University- Winter Wheat,Sunish Sehgal,9424,2022_AYT_Aurora,2022 AYT Yield Trial @ Aurora,RCBD,,,,,,2021-September-21,2022-July-21,280,"Aurora, SD",1382712,SD20B025-2,,plot,1383883,2022_AYT_Aurora-PLOT2108,2,2,2108,17,10,test,,12.3,781.3,4895.9," (Operator: dwaring87, Time: )"
2022,351,South Dakota State University- Winter Wheat,Sunish Sehgal,9424,2022_AYT_Aurora,2022 AYT Yield Trial @ Aurora,RCBD,,,,,,2021-September-21,2022-July-21,280,"Aurora, SD",1382721,SD20B025-6,,plot,1383776,2022_AYT_Aurora-PLOT1031,1,1,1031,3,3,test,,13.6,729.8,3443.3," (Operator: dwaring87, Time: )"
2022,351,South Dakota State University- Winter Wheat,Sunish Sehgal,9424,2022_AYT_Aurora,2022 AYT Yield Trial @ Aurora,RCBD,,,,,,2021-September-21,2022-July-21,280,"Aurora, SD",1382721,SD20B025-6,,plot,1383765,2022_AYT_Aurora-PLOT2025,2,2,2025,11,11,test,,11.1,731.1,4808.5," (Operator: dwaring87, Time: )"
2022,351,South Dakota State University- Winter Wheat,Sunish Sehgal,9424,2022_AYT_Aurora,2022 AYT Yield Trial @ Aurora,RCBD,,,,,,2021-September-21,2022-July-21,280,"Aurora, SD",1382722,SD20B026-5,,plot,1383699,2022_AYT_Aurora-PLOT1032,1,1,1032,3,4,test,,14,762,4600," (Operator: dwaring87, Time: )"
2022,351,South Dakota State University- Winter Wheat,Sunish Sehgal,9424,2022_AYT_Aurora,2022 AYT Yield Trial @ Aurora,RCBD,,,,,,2021-September-21,2022-July-21,280,"Aurora, SD",1382722,SD20B026-5,,plot,1383686,2022_AYT_Aurora-PLOT2095,2,2,2095,16,4,test,,11.7,767.2,5198.5," (Operator: dwaring87, Time: )"
2022,351,South Dakota State University- Winter Wheat,Sunish Sehgal,9424,2022_AYT_Aurora,2022 AYT Yield Trial @ Aurora,RCBD,,,,,,2021-September-21,2022-July-21,280,"Aurora, SD",1382777,SD20B026-7,,plot,1383730,2022_AYT_Aurora-PLOT1033,1,1,1033,3,5,test,,13.7,764.6,4398.2," (Operator: dwaring87, Time: )"
2022,351,South Dakota State University- Winter Wheat,Sunish Sehgal,9424,2022_AYT_Aurora,2022 AYT Yield Trial @ Aurora,RCBD,,,,,,2021-September-21,2022-July-21,280,"Aurora, SD",1382777,SD20B026-7,,plot,1383709,2022_AYT_Aurora-PLOT2021,2,2,2021,11,7,test,,11.6,772.3,5763.4," (Operator: dwaring87, Time: )"
2022,351,South Dakota State University- Winter Wheat,Sunish Sehgal,9424,2022_AYT_Aurora,2022 AYT Yield Trial @ Aurora,RCBD,,,,,,2021-September-21,2022-July-21,280,"Aurora, SD",1382793,SD20B027-1,,plot,1383867,2022_AYT_Aurora-PLOT1034,1,1,1034,3,6,test,,13.8,708,4357.9," (Operator: dwaring87, Time: )"
2022,351,South Dakota State University- Winter Wheat,Sunish Sehgal,9424,2022_AYT_Aurora,2022 AYT Yield Trial @ Aurora,RCBD,,,,,,2021-September-21,2022-July-21,280,"Aurora, SD",1382793,SD20B027-1,,plot,1383731,2022_AYT_Aurora-PLOT2110,2,2,2110,17,12,test,,14.1,713.1,5393.5," (Operator: dwaring87, Time: )"
2022,351,South Dakota State University- Winter Wheat,Sunish Sehgal,9424,2022_AYT_Aurora,2022 AYT Yield Trial @ Aurora,RCBD,,,,,,2021-September-21,2022-July-21,280,"Aurora, SD",1382702,SD20B027-10,,plot,1383768,2022_AYT_Aurora-PLOT1035,1,1,1035,3,7,test,,14.8,722.1,3833.3," (Operator: dwaring87, Time: )"
2022,351,South Dakota State University- Winter Wheat,Sunish Sehgal,9424,2022_AYT_Aurora,2022 AYT Yield Trial @ Aurora,RCBD,,,,,,2021-September-21,2022-July-21,280,"Aurora, SD",1382702,SD20B027-10,,plot,1383780,2022_AYT_Aurora-PLOT2102,2,2,2102,17,4,test,,14,731.1,4647.1," (Operator: dwaring87, Time: )"
2022,351,South Dakota State University- Winter Wheat,Sunish Sehgal,9424,2022_AYT_Aurora,2022 AYT Yield Trial @ Aurora,RCBD,,,,,,2021-September-21,2022-July-21,280,"Aurora, SD",1382830,SD20B027-9,,plot,1383774,2022_AYT_Aurora-PLOT1036,1,1,1036,3,8,test,,14,671.9,3947.6," (Operator: dwaring87, Time: )"
2022,351,South Dakota State University- Winter Wheat,Sunish Sehgal,9424,2022_AYT_Aurora,2022 AYT Yield Trial @ Aurora,RCBD,,,,,,2021-September-21,2022-July-21,280,"Aurora, SD",1382830,SD20B027-9,,plot,1383735,2022_AYT_Aurora-PLOT2074,2,2,2074,15,4,test,,10.6,695.1,5144.7," (Operator: dwaring87, Time: )"
2022,351,South Dakota State University- Winter Wheat,Sunish Sehgal,9424,2022_AYT_Aurora,2022 AYT Yield Trial @ Aurora,RCBD,,,,,,2021-September-21,2022-July-21,280,"Aurora, SD",1382836,SD20B029-1,,plot,1383786,2022_AYT_Aurora-PLOT1037,1,1,1037,3,9,test,,15.1,677.1,3880.4," (Operator: dwaring87, Time: )"
2022,351,South Dakota State University- Winter Wheat,Sunish Sehgal,9424,2022_AYT_Aurora,2022 AYT Yield Trial @ Aurora,RCBD,,,,,,2021-September-21,2022-July-21,280,"Aurora, SD",1382836,SD20B029-1,,plot,1383925,2022_AYT_Aurora-PLOT2098,2,2,2098,16,1,test,,13.1,708,4404.9," (Operator: dwaring87, Time: )"
2022,351,South Dakota State University- Winter Wheat,Sunish Sehgal,9424,2022_AYT_Aurora,2022 AYT Yield Trial @ Aurora,RCBD,,,,,,2021-September-21,2022-July-21,280,"Aurora, SD",1382707,SD20B032-3,,plot,1383834,2022_AYT_Aurora-PLOT1038,1,1,1038,3,10,test,,14.1,736.3,4552.9," (Operator: dwaring87, Time: )"
2022,351,South Dakota State University- Winter Wheat,Sunish Sehgal,9424,2022_AYT_Aurora,2022 AYT Yield Trial @ Aurora,RCBD,,,,,,2021-September-21,2022-July-21,280,"Aurora, SD",1382707,SD20B032-3,,plot,1383827,2022_AYT_Aurora-PLOT2033,2,2,2033,12,10,test,,11.1,756.9,5642.4," (Operator: dwaring87, Time: )"
2022,351,South Dakota State University- Winter Wheat,Sunish Sehgal,9424,2022_AYT_Aurora,2022 AYT Yield Trial @ Aurora,RCBD,,,,,,2021-September-21,2022-July-21,280,"Aurora, SD",1382847,SD20B033-5,,plot,1383845,2022_AYT_Aurora-PLOT1039,1,1,1039,3,11,test,,14.1,745.3,4801.7," (Operator: dwaring87, Time: )"
2022,351,South Dakota State University- Winter Wheat,Sunish Sehgal,9424,2022_AYT_Aurora,2022 AYT Yield Trial @ Aurora,RCBD,,,,,,2021-September-21,2022-July-21,280,"Aurora, SD",1382847,SD20B033-5,,plot,1383843,2022_AYT_Aurora-PLOT2028,2,2,2028,11,14,test,,12.9,762,4976.6," (Operator: dwaring87, Time: )"
2022,351,South Dakota State University- Winter Wheat,Sunish Sehgal,9424,2022_AYT_Aurora,2022 AYT Yield Trial @ Aurora,RCBD,,,,,,2021-September-21,2022-July-21,280,"Aurora, SD",1382789,SD20B035-3,,plot,1383844,2022_AYT_Aurora-PLOT1040,1,1,1040,3,12,test,,13.4,738.8,4351.1," (Operator: dwaring87, Time: )"
2022,351,South Dakota State University- Winter Wheat,Sunish Sehgal,9424,2022_AYT_Aurora,2022 AYT Yield Trial @ Aurora,RCBD,,,,,,2021-September-21,2022-July-21,280,"Aurora, SD",1382789,SD20B035-3,,plot,1383752,2022_AYT_Aurora-PLOT2112,2,2,2112,17,14,test,,12.6,735,4102.3," (Operator: dwaring87, Time: )"
2022,351,South Dakota State University- Winter Wheat,Sunish Sehgal,9424,2022_AYT_Aurora,2022 AYT Yield Trial @ Aurora,RCBD,,,,,,2021-September-21,2022-July-21,280,"Aurora, SD",1382794,SD20B035-5,,plot,1383719,2022_AYT_Aurora-PLOT1041,1,1,1041,3,13,test,,13.7,755.6,4216.6," (Operator: dwaring87, Time: )"
2022,351,South Dakota State University- Winter Wheat,Sunish Sehgal,9424,2022_AYT_Aurora,2022 AYT Yield Trial @ Aurora,RCBD,,,,,,2021-September-21,2022-July-21,280,"Aurora, SD",1382794,SD20B035-5,,plot,1383816,2022_AYT_Aurora-PLOT2024,2,2,2024,11,10,test,,11.6,764.6,5097.6," (Operator: dwaring87, Time: )"
2022,351,South Dakota State University- Winter Wheat,Sunish Sehgal,9424,2022_AYT_Aurora,2022 AYT Yield Trial @ Aurora,RCBD,,,,,,2021-September-21,2022-July-21,280,"Aurora, SD",1382814,SD20B036-4,,plot,1383743,2022_AYT_Aurora-PLOT1042,1,1,1042,3,14,test,,17.1,731.1,3819.9," (Operator: dwaring87, Time: )"
2022,351,South Dakota State University- Winter Wheat,Sunish Sehgal,9424,2022_AYT_Aurora,2022 AYT Yield Trial @ Aurora,RCBD,,,,,,2021-September-21,2022-July-21,280,"Aurora, SD",1382814,SD20B036-4,,plot,1383680,2022_AYT_Aurora-PLOT2078,2,2,2078,15,8,test,,8.9,726,5178.3," (Operator: dwaring87, Time: )"
